brand,model,year,mileage,transmission,location,fuel_type,price,grade
Mitsubishi,TRITON SC HDX (4X4) 2.5,2021,97391,Manual,Balikpapan,Diesel,209000000,D
Daihatsu,XENIA R 1.3,2015,206215,Manual,Lampung,Bensin,98000000,D
Suzuki,CARRY CL PICK UP 1.5,2023,26261,Manual,Sampit,Bensin,65000000,D
Mitsubishi,TRITON DC HDX (4X4) 2.5,2018,69251,Manual,Jakarta Raya,Diesel,140000000,D
Honda,ACCORD VTI-L 2.4,2011,124329,Automatic,Pal 8,Bensin,88000000,D
Hyundai,H-1 2.4,2012,747970,Automatic,Jakarta Raya,Bensin,54500000,D
Bmw,X1 SDRIVE 2.0,2012,120132,Automatic,Banjarmasin,Bensin,129500000,D
Toyota,DYNA 110 FT 4.0,2013,253630,Manual,Malang,Diesel,88500000,D
Daihatsu,TERIOS TX 1.5,2007,214823,Manual,Denpasar,Bensin,78500000,D
Suzuki,SPLASH 1.2,2011,162723,Manual,Denpasar,Bensin,58500000,D
Isuzu,NMR 81 4.8,2022,104083,Manual,Lampung,Diesel,250000000,D
Isuzu,NMR71T HD,2019,166836,Manual,Denpasar,Diesel,240000000,D
Isuzu,NKR 71 HD 4.6,2014,999999,Manual,Denpasar,Diesel,183000000,D
Mitsubishi,COLT DIESEL FE 74,2013,907200,Manual,Jambi,Diesel,170000000,D
Mitsubishi,FE 84 84 G BC 3.9,2017,161148,Manual,Jakarta Raya,Diesel,290000000,D
Mitsubishi,FUSO FN62F HD,2019,192859,Manual,Jakarta Raya,Diesel,225000000,D
Honda,CITY 1.5,2007,198992,Automatic,Jakarta Raya,Bensin,30000000,D
Mitsubishi,FN 527 ML,2021,563223,Manual,Jakarta Raya,Diesel,225000000,D
Chevrolet,SPIN LTZ 1.5,2013,194107,Automatic,Jakarta Raya,Bensin,48000000,D
Mitsubishi,PAJERO SPORT DAKAR 2.4,2021,101611,Automatic,Gedangan,Diesel,370000000,E
Volvo,XC60 T5 2.0,2012,151865,Automatic,Jakarta Raya,Bensin,50000000,E
Toyota,INNOVA G LUXURY 2.0,2008,413919,Manual,Gorontalo,Bensin,54000000,E
Mitsubishi,TRITON DC GLS 4X4 2.4,2023,61523,Manual,Balikpapan,Diesel,260000000,E
Mitsubishi,FUSO FN62F HD,2019,264854,Manual,Palembang,Diesel,300000000,E
Toyota,HIACE COMMUTER 2.5,2019,108388,Manual,Gedangan,Diesel,300000000,E
Toyota,INNOVA V 2.0,2009,315446,Manual,Samarinda,Bensin,48000000,E
Mitsubishi,FN 527 ML (6X4) 7.5,2019,105019,Manual,Palembang,Diesel,370000000,E
Toyota,CAMRY V 2.4,2008,221383,Automatic,Gedangan,Bensin,45500000,E
Toyota,AVANZA S 1.5,2011,234845,Manual,Samarinda,Bensin,41000000,E
Daihatsu,SIRION 1.3,2016,240033,Automatic,Pangkal_Pinang,Bensin,71000000,E
Faw,HD380CG 9.7,2023,63442,Manual,Palembang,Diesel,190000000,E
Suzuki,CARRY ST 150 PICK UP 1.5,2015,86502,Manual,Medan,Bensin,30000000,E
Daihatsu,TERIOS TS 1.5,2012,144660,Automatic,Jakarta Raya,Bensin,60000000,E
Honda,BRIO SATYA E 1.2,2015,108411,Manual,Malang,Bensin,62000000,E
Bmw,X3 XDRIVE 2.5,2009,89500,Automatic,Malang,Bensin,55000000,E
Chevrolet,CAPTIVA 2.4,2011,226772,Automatic,Batam,Bensin,38000000,E
Hino,136 HDX 4.0,2023,136837,Manual,Banjarmasin,Diesel,120000000,E
Daihatsu,GRAN MAX PU AC PS 1.5,2024,46985,Manual,Palopo,Bensin,90000000,E
Datsun,GO+ T PANCA 1.2,2016,157183,Manual,Kendari,Bensin,37000000,E
Toyota,CALYA G 1.2,2018,254694,Manual,Purwokerto,Bensin,71000000,E
Toyota,CALYA 1.2 E M/T,2019,177469,Manual,Semarang,Bensin,81000000,E
Mitsubishi,FIGHTER X FN62F HD R 7.5,2022,21254,Manual,Makassar,Diesel,450000000,E
Mitsubishi,FIGHTER X FN62F HD R 7.5,2022,21136,Manual,Makassar,Diesel,435000000,E
Toyota,CALYA G 1.2,2018,147051,Automatic,Batam,Bensin,93000000,E
Honda,BRIO S 1.2,2015,131250,Manual,Yogyakarta,Bensin,57500000,E
Toyota,FORTUNER G (4X4) 2.4,2020,141431,Automatic,Makassar,Diesel,252000000,E
Toyota,FORTUNER 2.4 G (4X4),2020,144394,Automatic,Makassar,Diesel,252000000,E
Toyota,FORTUNER 2.4 G (4X4),2020,153316,Automatic,Makassar,Diesel,243500000,E
Suzuki,APV ARENA GL 1.5,2012,183580,Manual,Sampit,Bensin,65000000,E
Suzuki,APV SGX 1.5,2013,142539,Manual,Jakarta Raya,Bensin,59000000,E
Toyota,AVANZA G 1.3,2013,496586,Manual,Banjarmasin,Bensin,56000000,E
Toyota,AVANZA E 1.3,2009,344136,Manual,Banjarmasin,Bensin,38000000,E
Nissan,JUKE 1.5,2014,199040,Automatic,Jakarta Raya,Bensin,101000000,E
Mercedes,BENZ GL 400 3.0,2015,108876,Automatic,Jakarta Raya,Bensin,355500000,E
Mitsubishi,FUSO FN 62F HD,2019,25961,Manual,Jakarta Raya,Diesel,320000000,E
Isuzu,PANTHER PU 2.5,2006,277426,Manual,Samarinda,Diesel,37000000,E
Toyota,DYNA 130 HT 4.0,2012,5664,Manual,Pontianak,Diesel,98000000,E
Toyota,AVANZA G 1.3,2006,263917,Manual,Jambi,Bensin,52000000,E
Honda,JAZZ RS 1.5,2009,216547,Automatic,Makassar,Bensin,69000000,E
Daihatsu,SIGRA M 1.0,2017,201782,Manual,Jakarta - Tipar,Bensin,72000000,E
Mitsubishi,TRITON DC HDX (4X4) 2.5,2022,95639,Manual,Balikpapan,Diesel,142000000,E
Mitsubishi,TRITON DC HDX (4X4) 2.5,2021,109405,Manual,Berau,Diesel,105000000,E
Nissan,TEANA 2.5,2011,148721,Automatic,Cirebon,Bensin,59000000,E
Mitsubishi,FN 527 MS,2016,273423,Manual,Bdg Soetta (Metro),Diesel,305000000,E
Daihatsu,TERIOS X 1.5,2020,217901,Manual,Jakarta - Tipar,Bensin,112000000,E
Mitsubishi,FIGHTER X FN62F HD R 7.5,2023,45003,Manual,Samarinda,Diesel,350000000,E
Mitsubishi,TRITON DC HDX (4X4) 2.5,2021,157489,Manual,Palembang,Diesel,240000000,E
Suzuki,APV GL 1.5,2009,705728,Manual,Lampung,Bensin,49000000,E
Suzuki,APV GL 1.5,2011,603383,Manual,Pekanbaru,Bensin,55500000,E
Honda,CR-V 2.0,2010,148138,Automatic,Banjarmasin,Bensin,92500000,E
Suzuki,APV ARENA GL 1.5,2010,330131,Manual,Jakarta - Tipar,Bensin,53000000,E
Nissan,GRAND LIVINA XV 1.5,2011,291686,Automatic,Malang,Bensin,51000000,E
Mitsubishi,FUSO FN 627,2012,162629,Manual,Gedangan,Diesel,138000000,E
Mitsubishi,FE 74 S 3.9,2012,999999,Manual,Gedangan,Diesel,172000000,E
Isuzu,NKR 71 4.6,2013,999999,Manual,Denpasar,Diesel,160500000,E
Isuzu,NMR 81 4.8,2022,999999,Manual,Jakarta - Tipar,Diesel,322000000,E
Toyota,DYNA 110 ET 4.0,2015,32876,Manual,Jakarta Raya,Diesel,90000000,E
Volkswagen,GOLF 1.4,2013,120553,Automatic,Jakarta Raya,Bensin,55000000,E
Toyota,AVANZA G 1.3,2011,59863,Manual,Manado,Bensin,59000000,F
Suzuki,IGNIS GX 1.2,2017,210717,Automatic,Manado,Bensin,75000000,F
Wuling,CONFERO S 1.5,2019,195925,Manual,Manado,Bensin,74000000,F
Toyota,FORTUNER G 2.7,2013,999999,Automatic,Balikpapan,Bensin,122000000,F
Toyota,AVANZA E 1.3,2017,185428,Manual,Pontianak,Bensin,88000000,F
Nissan,MARCH 1.2,2013,999999999,Manual,Gorontalo,Bensin,25000000,F
Mitsubishi,TRITON DC HDX (4X4) 2.5,2016,242564,Manual,Gedangan,Diesel,70000000,F
Toyota,INNOVA G 2.0,2009,684798,Manual,Gorontalo,Bensin,51000000,F
Suzuki,XL 7 ALPHA 1.5,2025,999999,Automatic,Denpasar,Bensin,90000000,F
Mitsubishi,TRITON DC HDX (4X4) 2.5,2017,999999999,Manual,Gorontalo,Diesel,60000000,F
Toyota,HIACE COMMUTER 2.5,2014,925256,Manual,Malang,Diesel,150000000,F
Toyota,HILUX G DC (4X4) 2.5,2012,251311,Manual,Palangkaraya,Diesel,80000000,F
Mitsubishi,TRITON DC GLS 4X4 2.4,2022,164675,Manual,Palangkaraya,Diesel,175000000,F
Mitsubishi,XPANDER EXCEED 1.5,2023,26581,Automatic,Balikpapan,Bensin,133000000,F
Toyota,LAND CRUISER VX 4.5,2013,999999,Automatic,Jakarta - Tipar,Diesel,51000000,F
Suzuki,ERTIGA GX 1.4,2013,231,Manual,Medan,Bensin,53000000,F
Suzuki,FRONX GL 1.5,2025,9,Automatic,Medan,Bensin,170000000,F
Daihatsu,TERIOS X 1.5,2024,91758,Manual,Denpasar,Bensin,150000000,F
Mitsubishi,TRITON DC HDX (4X4) 2.5,2018,175600,Manual,Medan,Diesel,155000000,F
Mitsubishi,XPANDER ULTIMATE 1.5,2021,999999,Automatic,Denpasar,Bensin,155000000,F
Daihatsu,SIGRA R 1.2,2022,174892,Manual,Malang,Bensin,85000000,F
Volkswagen,TIGUAN 1.4,2014,138029,Automatic,Gedangan,Bensin,45000000,F
Ford,FIESTA S 1.6,2011,114151,Automatic,Denpasar,Bensin,22000000,F
Peugeot,5008 1.6,2012,999999,Automatic,Jakarta - Tipar,Bensin,65000000,F
Toyota,AVANZA G 1.3,2009,269757,Manual,Pangkal_Pinang,Bensin,40000000,F
Mazda,CX-9 3.7,2013,999999,Automatic,Semarang,Bensin,71000000,F
Isuzu,FVZ U HP 7.8,2023,999999,Manual,Jambi,Diesel,418500000,F
Toyota,AVANZA G 1.3,2010,523417,Manual,Palu,Bensin,34000000,F
Mitsubishi,FUSO FN62F HD,2019,193426,Manual,Pekanbaru,Diesel,367000000,F
Suzuki,ERTIGA GX 1.5,2024,999999,Manual,Pare Pare,Bensin,95000000,F
Toyota,INNOVA G 2.0,2011,999999,Manual,Sampit,Bensin,67000000,F
Mitsubishi,PAJERO SPORT GLS 2.5,2012,302313,Manual,Sampit,Diesel,129000000,F
Hino,FM 260 JD 7.7,2017,99999999,Manual,Pare Pare,Diesel,125000000,F
Nissan,X TRAIL XT 2.5,2014,128402,Automatic,Batam,Bensin,68000000,F
Suzuki,BALENO 1.5,2002,207546,Manual,Palu,Bensin,31000000,F
Mitsubishi,PAJERO SPORT GLX (4X4) 2.5,2017,151712,Manual,Tegal,Diesel,168000000,F
Mitsubishi,COLT DIESEL FE 71 3.9,2014,999999,Manual,Semarang,Diesel,98000000,F
Toyota,FORTUNER 2.4 G (4X4),2020,158481,Automatic,Makassar,Diesel,251500000,F
Suzuki,CARRY CL PICK UP 1.5,2024,999999,Manual,Tegal,Bensin,65000000,F
Mini,COOPER S COUNTRYMAN 1.6,2011,49457,Automatic,Semarang,Bensin,135000000,F
Mercedes,BENZ E 200 CGI 1.8,2012,62485,Automatic,Semarang,Bensin,91000000,F
Wuling,CONFERO DB 1.5,2022,999999,Manual,Semarang,Bensin,57000000,F
Mercedes,BENZ S 350 L,2012,99016,Automatic,Tegal,Bensin,143000000,F
Toyota,INNOVA V 2.0,2013,154410,Manual,Sampit,Bensin,103000000,F
Daihatsu,GRAN MAX PU 1.3,2021,86589,Manual,Sampit,Bensin,64000000,F
Daihatsu,XENIA M 1.0,2015,145827,Manual,Jakarta Raya,Bensin,68000000,F
Land,ROVER VOGUE 3.0,2014,50899,Automatic,Jakarta Raya,Bensin,586000000,F
Mercedes,BENZ C 200 1.8,2013,280757,Automatic,Jakarta Raya,Bensin,84000000,F
Mercedes,BENZ E 200 1.8,2010,999999,Automatic,Jakarta Raya,Bensin,69000000,F
Mercedes,BENZ E 250 1.8,2011,139835,Automatic,Jakarta Raya,Bensin,95000000,F
Audi,A6 FSI 2.8,2012,216888,Automatic,Jakarta Raya,Bensin,79000000,F
Bmw,520i CKD 2.0,2023,22109,Automatic,Jakarta Raya,Bensin,686000000,F
Mercedes,BENZ E 300 3.0,2013,94098,Automatic,Jakarta Raya,Bensin,159000000,F
Mitsubishi,CANTER FE 71L 3.9,2022,461371,Manual,Jakarta Raya,Diesel,300000000,F
Land,ROVER RANGE ROVER 5.0,2012,118165,Automatic,Bdg Soetta (Metro),Bensin,340000000,F
Ford,RANGER SC BASE (4X4) 2.2,2014,100296,Manual,Jakarta Raya,Diesel,65000000,F
Mitsubishi,FUSO FN62F HD,2019,999999,Manual,Jakarta Raya,Diesel,135000000,F
Mitsubishi,XPANDER EXCEED 1.5,2023,58767,Automatic,Jakarta Raya,Bensin,125000000,F
Toyota,ETIOS G 1.2,2014,124253,Manual,Jakarta Raya,Bensin,30000000,F
Suzuki,APV BLIND VAN 1.5,2019,108259,Manual,Jakarta Raya,Bensin,48000000,F
Datsun,GO+ T PANCA 1.2,2014,999999,Manual,Semarang,Bensin,31000000,F
Daihatsu,SIGRA R 1.2,2024,999999,Manual,Sampit,Bensin,150000000,F
Toyota,CALYA E 1.2,2017,999999,Manual,Semarang,Bensin,45000000,F
Mitsubishi,FN 527 ML,2019,999999,Manual,Makassar,Diesel,205000000,F
Toyota,INNOVA ZENIX G 2.0,2023,999999,Automatic,Denpasar,Bensin,205000000,F
Toyota,RUSH G 1.5,2009,999999,Manual,Gorontalo,Bensin,30000000,F
Mitsubishi,TRITON SC HDX (4X4) 2.5,2021,76834,Manual,Manado,Diesel,125000000,F
Mitsubishi,COLT DIESEL FE SUPER HDX,2015,999999,Manual,Mataram,Diesel,217000000,F
Mitsubishi,TRITON DC HDX (4X4) 2.5,2018,162081,Manual,Pare Pare,Diesel,102000000,F
Mitsubishi,TRITON DC HDX (4X4) 2.5,2021,150761,Manual,Berau,Diesel,105000000,F
Toyota,HARRIER 2.0,2015,139807,Automatic,Bdg Soetta (Metro),Bensin,225000000,F
Hino,FB 130 4.0,2015,205194,Manual,Balikpapan,Diesel,95000000,F
Nissan,GRAND LIVINA SV 1.5,2012,135908,Automatic,Jakarta - Tipar,Bensin,47000000,F
Mitsubishi,FIGHTER X FN62F HD R 7.5,2023,999999,Manual,Jambi,Diesel,660000000,F
Daihatsu,SIGRA R 1.2,2023,999999,Automatic,Semarang,Bensin,166000000,F
Toyota,HILUX E DC (4X4) 2.4,2023,999999,Manual,Jambi,Diesel,336000000,F
Ud,TRUCKS GKE 280 7.7,2019,999999,Manual,Tegal,Diesel,166000000,F
Honda,JAZZ RS 1.5,2014,999999,Automatic,Jambi,Bensin,88000000,F
Daihatsu,GRAN MAX PU BOX 1.3,2020,220371,Manual,Manado,Bensin,70000000,F
Kia,BIG UP 2.7,2019,999999,Manual,Semarang,Diesel,93000000,F
Mitsubishi,TRITON SC HDX (4X4) 2.5,2021,124873,Manual,Pontianak,Diesel,220000000,F
Suzuki,APV GE 1.5,2011,220281,Manual,Lampung,Bensin,48000000,F
Honda,JAZZ 1.5,2006,126744,Automatic,Medan,Bensin,58000000,F
Isuzu,NMR 71 HD 5.8,2018,999999,Manual,Jambi,Diesel,134000000,F
Mitsubishi,COLT DIESEL FE 74 HD 3.9,2022,77717,Manual,Bengkulu,Diesel,253500000,F
Mitsubishi,COLT DIESEL FE 74 HD 3.9,2014,401283,Manual,Jakarta - Tipar,Diesel,179000000,F
Mitsubishi,FN 527 ML (6X4) 7.5,2010,235961,Manual,Jakarta Raya,Diesel,258000000,F
Isuzu,NKR 71 HD 4.6,2013,999999,Manual,Denpasar,Diesel,160000000,F
Isuzu,NKR 71 HD 4.6,2012,169357,Manual,Surabaya,Diesel,97000000,F
Mitsubishi,COLT DIESEL FE 71 L,2017,316476,Manual,Jakarta Raya,Diesel,174000000,F
Nissan,X-TRAIL XT 2.5,2010,150554,Automatic,Jakarta Raya,Bensin,51000000,F
Hino,FM 285 JD 7.7,2013,166234,Manual,Jakarta Raya,Diesel,150000000,F
Mercedes,BENZ S 350 L 3.5,2011,105990,Automatic,Bdg Soetta (Metro),Bensin,76000000,F
